,id,source,language,date,username,name,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,1351473540839702533,Twitter Web App,de,2021-01-19 10:16:15,RicoTVjaLULey,RicoTV,"An alle Querdenker: wenn ihr Euch schon mit Anne Frank vergleichen müsst, dann bleibt doch während der Pandemie auch wenigstens auf dem verdammten Dachboden!",,37,59,6807,0,"@Johann_v_d_Bron @AKress84 Ich hätte gehoft das #Laschet es endlich gerafft hat das wir eigentlich mal einen richtigen #Lockdown brauchen. Das wäre das nicht Nummer 2 oder 3 oder ? sondern Nummer 1.
In einem richtigen Lockdown ist z.b. Büros zu, Fliegen nicht möglich usw.
Bisher gab es kein Lockdown bisher","['Laschet', 'Lockdown']"
1,1351473477396606977,Twitter for Android,de,2021-01-19 10:16:00,HW74198616,H.W.,Ehrlichkeit,,153,93,2456,0,@WIRTSCHAFTakut @RegSprecher @HBraun @Markus_Soeder @ArminLaschet @NowaboFM @OlafScholz @HeikoMaas @polenz_r @GoeringEckardt @ABaerbock @cducsubt @spdbt @fdpbt Besonders spannend ist die Diskussion (19.01. Auf B5 Aktuell) wegen Überwachung via Mobiltelefon...,[]
2,1351473440256102401,Twitter for iPhone,de,2021-01-19 10:15:51,tom21022,tom2102,Sehnsucht nach Demokratie,,1382,960,5786,0,In einem zertifizierten Unternehmen muss ein Einkäufer selbst bei einem Einkauf von 3 Sack Zement 3 Vergleichspreise haben. @ArminLaschet kauft eigenwillig ohne Vergleiche ( die Möglichkeit gewesen wären ) für Millionen Euro ein und das ohne Konsequenzen Sind ja nur Steuergelder,[]
3,1351473406588428292,Twitter for iPhone,de,2021-01-19 10:15:43,CDUNRW_Fraktion,CDU-Fraktion NRW,72 Abgeordnete vertreten die Themen und Anliegen der CDU im #ltnrw. Hier twittert die Pressestelle der CDU-Landtagsfraktion.,Nordrhein-Westfalen,810,11173,8223,1,"Heute ist ein historischer Tag. Das zweite Mal in der Geschichte unserer Fraktion ist der gewählte @CDU-Bundesvorsitzende Mitglied unserer Fraktion im #ltnrw. Noch einmal herzlichen Glückwunsch, lieber @ArminLaschet. 🎉

Der Erste war übrigens Konrad #Adenauer https://t.co/OKn0he3xI0","['ltnrw', 'Adenauer']"
4,1351473266813239298,Twitter Web App,de,2021-01-19 10:15:10,LeanderJakobine,Leander&Jakobine,"Über die Gefährdung des Kindeswohls durch die Schule
https://t.co/RDu26NPyyW",,813,902,30718,0,"@_ulmerspatz Die viel  von #Laschet gepriesene Mitte !💩
Kein #SterbenmitLaschet , #KeinSterbenMitStreeck , sondern #NoCovid !","['Laschet', 'SterbenmitLaschet', 'KeinSterbenMitStreeck', 'NoCovid']"
5,1351473243371294720,Twitter for Android,de,2021-01-19 10:15:05,GerhardtManon,Manon,"Viola, Cosmia Cornuta, Klimaschutz, Solidarität",,74,33,400,0,@Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Schluss mit Kohle! Egal wer da am Ruder ist.,[]
6,1351473162857361408,Twitter Web App,en,2021-01-19 10:14:45,cleanenergywire,Clean Energy Wire,"News, facts & analyses on Germany's energy transition. Imprint: https://t.co/KgEDaPm3kQ",Berlin,2308,9896,12124,0,"Germany and fellow EU states are only region in the world that lowered emissions by 25% since 1990. 

""Our policy approach is working"" and Germany ""on track"" towards reaching Paris Agreement's #climate targets, says #CDU energy spokesman Joachim Pfeiffer

https://t.co/vizPIqlGlq https://t.co/tbE0xVfmkD","['climate', 'CDU']"
7,1351473123921694725,Twitter for Android,de,2021-01-19 10:14:36,Kingdomcometous,Kingdom Come,"Christ, Familienmensch, Wirtschaftskorrespondent.
Einigkeit und Recht und Freiheit bewahren.",Deutschland,862,1340,20881,0,"@KleinerBuhmann Merz steht nicht mehr auf dem Briefwahlzettel. Dort steht nur der Kandidat, der in der Stichwahl mehr Stimmen hatte, also #Laschet. Jetzt geht es darum, ob #Merz Delegierte sich enthalten oder Laschet den Eindruck einer breiten Zustimmung verschaffen, aber damit unsichtbar würden","['Laschet', 'Merz']"
8,1351473087909416962,Twitter Web App,it,2021-01-19 10:14:27,RadioRadicale,Radio Radicale,Conoscere per deliberare - Dal 1976 l'archivio della democrazia,"Rome, Italy",5234,43215,70300,0,"#Navalny: ""Dopo un avvelenamento quasi fatale, il principale dissidente russo ritorna tra la grinfie dell'orso"", scrive il @nytimes.

Il nuovo leader della #CDU, le dimissioni del #Governo in #Olanda, l'inaugurazione della presidenza #Biden domani 
https://t.co/mSHNhvhCMU","['Navalny', 'CDU', 'Governo', 'Olanda', 'Biden']"
9,1351472682500583424,Twitter for iPhone,de,2021-01-19 10:12:51,GordonRepinski,Gordon Repinski,"Stv. Chefredakteur | https://t.co/h96hnWygGL ☀️ Autor „Hauptstadt - Das Briefing“ | 🎧: „Hauptstadt - Der Podcast“ | ""Race to the White House""","Berlin, Deutschland",946,13540,5240,0,@RobertRossmann @ArminLaschet Ansonsten stimmt aber eindeutig: Jürgen Rüttgers war nie Kanzlerkandidat.,[]
10,1351472665392001027,Twitter for Android,de,2021-01-19 10:12:47,0Schneewitchen,Schneewitchen 5.0,,Hinter den Bergen.....,185,215,6178,0,"@ArminLaschet @CDU @fdp_nrw @hreul @JoachimStamp 
Freitag 13:30 Uhr im Ruhrgebiet vor türkischer "" Teestube"" Ende d. Freitagsgebet ca. 100 muslimische Männer kommen a. d.Tür. Mit Gebetsteppich, jedoch ca. 25 davon ohne Maske, oder mit "" Kinnmaske"" o. Nase draußen. Danke Türken A.",[]
11,1351472634945564673,Twitter for Android,en,2021-01-19 10:12:39,morvjn,Morvjn,,,4987,1840,544523,0,"The new German Chancellor is as loyal to #Putin as #Trump

#Laschet #ArminLaschet is #PutinsPuppet https://t.co/Zs8xv2LFdL","['Putin', 'Trump', 'Laschet', 'ArminLaschet', 'PutinsPuppet']"
12,1351472585796706304,Twitter for iPad,de,2021-01-19 10:12:28,Nutzernameneu,Nutzernameneu,"Stolzer Vater mit Sohn auf dem Weg aus dem Nest, Musikkonsument, AfD und rechter Sumpf geht genauso wenig wie wirre VT",,88,131,7481,0,"Das mit den Kindern ist schlicht so nicht richtig! Verdammt nochmal, nicht ständig einfach dem Drosten-Clan glauben! @jensspahn @gaborhalasz1 @m_grill @janfleischhauer @ManuelaSchwesig @ArminLaschet @JoachimStamp @TschenPe @AndreasBovensc1 @bodoramelow @RegSprecher @MpStephanWeil https://t.co/u8cu29kWQn",[]
13,1351472512757071873,Twitter Web App,de,2021-01-19 10:12:10,AxelKilian1,Axel Kilian,,,46,1,30,0,@FridayForFuture @EvaStegen @ArminLaschet Hier wird Umweltzerstörung professionell vom Staat geschützt. Sauber Armin!,[]
14,1351472363192414209,Twitter Web App,de,2021-01-19 10:11:35,WIRTSCHAFTakut,WIRTSCHAFTakut,Sind Komiker an der Macht?🤔 Fragen über Fragen? #WirtschaftsSatire #SatireIstErlaubt,,123,12430,7954,0,Steht unsere #Demokratie auf dem Spiel? Haben Komiker das Zepter der Macht an sich gerissen? #Corona #Lockdown @RegSprecher @HBraun  @Markus_Soeder @ArminLaschet @NowaboFM @OlafScholz @HeikoMaas @polenz_r @GoeringEckardt @ABaerbock @cducsubt @spdbt @fdpbt https://t.co/4HhUtqvLrM,"['Demokratie', 'Corona', 'Lockdown']"
15,1351472311673741313,Twitter Web App,de,2021-01-19 10:11:22,Wrfel3,Crazy German,"Fear is maybe the thing that makes you Human, but it does not make you into a Good one.
dont give into your fear or you might very well be consumed by it.","Hamburg, Deutschland",76,10,573,0,@Kl_Stone @GBluecher @FridayForFuture @ArminLaschet Ja eben. das macht es ja so unfassbar schlimm das wir sie abgestellt haben. Nur um Kohle zu finanzieren. EE's sind das endziel aber was is das wert wenn wir so viel Kohle verbrennen das die EE's in 50 jahren nochnicht den schaden wieder einholen.,[]
16,1351472307055824899,Twitter for Android,de,2021-01-19 10:11:21,RubenDaHawk,RG,"German born, US educated, living in London...Crazy about football (Eintracht Frankfurt) & American football (Seattle Seahawks).","London, England",448,49,6724,0,@schwarzblond @Afelia @Markus_Soeder @ArminLaschet man sind die alle boese die Chefs...mir kommen die Traenen...die armen Leute muessen zur Arbeit gehen...wie schrecklich....die Chefs arbeiten ja alle auch nicht die kucken ja nur den armen Mitarbeitern beim arbeiten zu...,[]
17,1351472270036840453,Twitter Web App,de,2021-01-19 10:11:12,Dirk87235103,Dirk,,,0,28,5687,0,Das Führungsduo der #CDU https://t.co/FRCp8z1QzH,['CDU']
18,1351472235765248000,Twitter for Android,de,2021-01-19 10:11:04,BeateGostincar,Beate Gostincar,,Düsseldorf,49,46,418,0,@MKreutzfeldt @fbanaszak @ArminLaschet Passt zu Lützerath.,[]
19,1351472125803196417,Twitter for iPhone,de,2021-01-19 10:10:38,PradaAbi__,Kalenderwoche 2,Märkte und Werte,,193,49,1259,0,@Cneepie @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Erklär mal wie Völkerrecht bindet 😂,[]
20,1351472108203814912,Twitter Web App,de,2021-01-19 10:10:34,stef_coco,Stefanie C,Text & Illustration ~ #ZeroCovid #StaySafe 😷 🏳️‍🌈 🇪🇺 /  Auf der Suche nach dem verlorenen Tweet / 🐾 Truly in love 🥰 with Labrador Lili 🦮🐾,Berlin,1135,93,769,0,"@JudiRot @MadieMousie @ArminLaschet @MpStephanWeil Es ist leider nicht nur Streeck. Heute in der Bild schwurbelt der angebliche WHO-Mitarbeiter Klaus Stöhr auf Seite 1 unter anderem sehr medienwirksam darüber, dass der Lockdown „realitätsfern“ sei.",[]
21,1351472093263761408,Twitter for iPhone,de,2021-01-19 10:10:30,GordonRepinski,Gordon Repinski,"Stv. Chefredakteur | https://t.co/h96hnWygGL ☀️ Autor „Hauptstadt - Das Briefing“ | 🎧: „Hauptstadt - Der Podcast“ | ""Race to the White House""","Berlin, Deutschland",946,13540,5240,0,"@RobertRossmann @ArminLaschet Aber einen Kölner OB gab es, der hat das sogar recht lange gemacht 😉",[]
22,1351472003350462466,Twitter Web App,de,2021-01-19 10:10:09,JoeyGerlach,☆☆☆☆ Hansson,"Wenn Unrecht zu Recht wird, wird Widerstand zu Pflicht.",bei den Norrwäägern,320,2117,55522,0,"@Claudia77383293 @YouthForAlfred @RaimundMaria @jensspahn @ArminLaschet Kemmerich ist zurückgetreten, nachdem die linksgrüne ""Zivilgesellschaft"" ihn und seine Familie massiv unter Druck gesetzt und mit körperlicher Gewalt bedroht hat.",[]
23,1351471962615402496,Twitter for Android,de,2021-01-19 10:09:59,BaumannUwe6,Baumann Uwe,,,3,0,9,0,@Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Was erwartet Ihr von Lasche. Er ist nichts weiter als der Handlanger von Frau Merkel.,[]
24,1351471913844011011,Twitter for iPhone,de,2021-01-19 10:09:48,siggib4,🏭 Siggi 🥕,Nichts geht ohne Strom. Gegen Klima Hysterie. Energiewende mit Verstand,"Nordrhein-Westfalen, Deutschland",500,385,11009,0,"@Haroon4st @Antifamate @Woo_Shook @FridayForFuture @ArminLaschet Kein Problem, wenn es sich um Meinungen handelt und nicht um Fake 🥸",[]
25,1351471875805818880,Twitter for iPhone,de,2021-01-19 10:09:38,tom21022,tom2102,Sehnsucht nach Demokratie,,1382,960,5786,2,Was gibt es eigentlich neues vom eigenmächtigen Einkauf @ArminLaschet v Laack ? Schwamm 🧽 drüber ? 40.000 nicht brauchbare Arbeitskittel die beim anziehen reißen ? Der überteuerten Masken ? Nix ? 🤷‍♂️🤷‍♂️🤷‍♂️🇩🇪2021,[]
26,1351471837658677248,Twitter for iPhone,de,2021-01-19 10:09:29,ralphkamphoner,Ralph Kamphöner 🇪🇺,RA | Head Brussels Office @textilmode | VC Trade @smeeurope | Vorstand @CDU Brüssel | @MIT_bund Belgien | All views my own | Retweet ≠ endorsement | DE IT FR EN,Belgien,5001,1769,30167,0,"Genau das war nach dem #cdupt21 zu befürchten, nachdem sich @_FriedrichMerz aus der Verantwortung verabschiedet hat: @CDU runter, @fdp und #noafd rauf. Lieber @ArminLaschet, jetzt kommt‘s drauf an, die #Merz-Wähler langfristig einzubinden. #Volkspartei https://t.co/HxJRT7rfXs","['cdupt21', 'noafd', 'Merz', 'Volkspartei']"
27,1351471803588374528,Twitter for iPhone,en,2021-01-19 10:09:21,lukerobertblack,Luke - 📞116 123 for Samaritans,@Blue_Beyond_ Founder and @LGBTCons Council member. @TeachFirst Ambassador but I am now working in banking. @PsycleLondon rider. Happily taken 👨🏼‍🤝‍👨🏻,"Camberwell, London",999,5498,22763,0,@wallaceme @theipaper @ArminLaschet @TomTugendhat Really enjoyed reading this Mark,[]
28,1351471750505263104,Twitter for Android,de,2021-01-19 10:09:09,wgros,Wolfgang Gross,,Hamburg,113,99,9253,0,"@hurza @MKreutzfeldt @ArminLaschet Mir hat mal ein Pastor gesagt, das C im Parteinamen ist Gotteslästerung",[]
29,1351471682192596992,Twitter for iPhone,fr,2021-01-19 10:08:52,alexisrozen,L'Homme Sage,"Canada, Thaïlande, France et maintenant Allemagne. Aux tweets de continuer le voyage! Twitte à voix haute. Pas à un paradoxe près. #TeamBisounours",Europe,1507,426,13744,0,@pthibaut @CDU @ArminLaschet Une connaissance bavaroise qui a déménagé en NRW vient de poster qu’on ne peut plus voter CDU/CSU car plus du tout conservatrice.,[]
30,1351471546590760961,Twitter Web App,de,2021-01-19 10:08:20,magnusmunter,Magnus Ⓜ️😷🌳,"Wenn die Parlamente keinen #Klimaschutz machen wollen, dann müssen wir ihn eben hineintragen: Kandidat @KlimalisteBW https://t.co/C5kH2yp0Ai",Ludwigsburg,101,119,596,0,"@Klimaliste @ArminLaschet Leider ist das komplett folgerichtig und nicht überraschend, wenn man seinen Werdegang anschaut.",[]
31,1351471540517412865,Twitter Web App,de,2021-01-19 10:08:19,JohnWegas,JohnWegas,"Alternativ leben, das gelingt heute vielen, – aber alternativ sterben?",,210,98,15084,1,Wem würden Sie dem Sinn nach dem folgenden Zitat zuordnen: Intelligenz hat in der Politik nichts zu suchen. #SPD #Gruenen #Linke #CDU,"['SPD', 'Gruenen', 'Linke', 'CDU']"
32,1351471505411080192,Twitter for iPhone,de,2021-01-19 10:08:10,ManfredWendl,Manfred Wendl,"Unsere gemeinsame Mutter Natur zeigt ihren Kindern immer deutlicher, daß ihr der Geduldsfaden gerissen ist.
Dalai Lama  -  mir auch! - aus vielen Gründen!",,113,7,288,0,"@greenpeace_de @ArminLaschet @CDU Schrecklich anzusehen - ein brutaler unmenschlicher Staat, der die Fratze der Unmenschlichkeit - in wessen Interesse eigentlich? - nicht versteckt. Hier nicht, bei den Abschiebungen von Familien die Jahrzehnte hier leben nicht, Bei der Mitverantwortung für das Elend auf Lesbos",[]
33,1351471495348973568,Twitter for Android,de,2021-01-19 10:08:08,SandroMercando,Sandro,#NRW,"Nordrhein-Westfalen, Deutschla",482,273,4921,0,@ArminLaschet da scheinen Sie ja etwas nicht verstanden zu haben https://t.co/aUa2BluzmW,[]
34,1351471463560314880,Twitter for Android,de,2021-01-19 10:08:00,realJimPanse,Jim Panse,Fitter. Happier. More productive.,,162,164,4960,0,"@cezwei @x_argon @ABaerbock @ArminLaschet Du erwartest aber nicht, dass dich hier irgendjemand ernst nimmt, oder?",[]
35,1351471433667518464,Twitter Web App,de,2021-01-19 10:07:53,Kl_Stone,Klaus Steinfelder,,Hamburg,733,537,52564,0,"@Wrfel3 @GBluecher @FridayForFuture @ArminLaschet Abgesehen von allen anderen Problemen sind Atomkraftwerke auch nie eine Lösung ""...fürs erste..."", also für einem kurzfristigen Zeitraum.

Vom Beginn der Planung bis zur Fertigstellung braucht so ein AKW rund 15 Jahre.

#FridaysforFuture",['FridaysforFuture']
36,1351471346744782848,Twitter for Android,uk,2021-01-19 10:07:32,cryogenster,cryogenster 🇺🇦,"""You are never utterly alone..."" порохоботи усюди!",Man of the World,82,6,429,0,@poroshenko @ArminLaschet Він відомий промосковський політик...,[]
37,1351471345108967424,Twitter for iPad,de,2021-01-19 10:07:32,BKM74609243,B.K.M.,Umwelt,NRW,358,143,8847,0,"@ArminLaschet und sein Amtsverständnis:
Wenn #RWE es will, gibt es für den „Katholik“ #Laschet selbst kein Grundrecht auf freie Religionsausübung mehr.
Wenn @ArminLaschet es wollte, könnte er einschreiten.
Aber @ArminLaschet fühlt sich #RWE offenbar mehr verpflichtet als dem GG. https://t.co/yodHCG2rfh","['RWE', 'Laschet', 'RWE']"
38,1351471324552695808,Twitter for Android,de,2021-01-19 10:07:27,3_X_Taeglich,Nice_Guy 🤨 🏳️‍🌈 ✌️🏳️#MaskeAuf😷,"Irgendwas mit IT. Antifaschist. #Love #Peace✌️ #NoWar🏳️ #niemalsAfD    -edit- mit #Faschisten, #Leerdenker & Co diskutiere ich nicht  👉Ausgang",,415,170,6176,0,"@schwarzblond @Mick07061699 @Markus_Soeder @ArminLaschet Willkommen im Jahr 2021 ... Die Untertanen haben sich zu fügen, damit sich der Herr auch als Herr bestätigt fühlt.😕",[]
39,1351471162207989760,Twitter for Android,de,2021-01-19 10:06:48,oOstill,olé,:*,,25,7,812,0,"@schwarzblond @Afelia @Markus_Soeder @ArminLaschet Klassisch alte Schule Führungskraft mit einem Team unter sich. Wenn die alle im Home Office sind, hat die Führungskraft oft nix mehr zu tun, weil sie selbst zu wenig Aufgaben hat. Und da kann man nicht beliebig ins Zimmer um wegen Kleinigkeiten zu unterbrechen.",[]
40,1351471159158693888,Twitter for iPad,de,2021-01-19 10:06:48,Nutzernameneu,Nutzernameneu,"Stolzer Vater mit Sohn auf dem Weg aus dem Nest, Musikkonsument, AfD und rechter Sumpf geht genauso wenig wie wirre VT",,88,131,7481,1,"Ihre Fachleute! Gut, dass damals keiner auf den gehört hat, @jensspahn @gaborhalasz1 @m_grill @janfleischhauer @ManuelaSchwesig @ArminLaschet @JoachimStamp @TschenPe @AndreasBovensc1 @bodoramelow @RegSprecher @MAGS_NRW @MpStephanWeil https://t.co/10ii2M0QeD",[]
41,1351471150988201986,Twitter Web App,de,2021-01-19 10:06:46,v_palme,Detlef Maria v.Palme,"Habe Mut, dich deines eigenen Verstandes zu bedienen! (Immanuel Kant)",,347,615,26902,0,Cora Stephan spricht mir aus der Seele: Mit dieser #CDU wird das nichts mehr. #wegenmorgen #laschet #btw21 @WerteUnion @_FriedrichMerz @HGMaassen  https://t.co/ZMQfPOLnFO via @tichyseinblick,"['CDU', 'wegenmorgen', 'laschet', 'btw21']"
42,1351471143304232961,Twitter for iPhone,en,2021-01-19 10:06:44,KingOfWorld313,Mephistopheles,#آرزوی_شما_دستور_شماست, Moon,47,6,1014,0,@erna_solberg @ArminLaschet @CDU Tell me what you think?,[]
43,1351470975179755525,Twitter Web App,de,2021-01-19 10:06:04,woksoll,Wolfgang Ksoll,"Projektmanagement, E-Government,  Open Data, Cloud und mehr",Berlin,1850,964,41784,0,"@TMonrowitz @greenpeace_de @ArminLaschet @CDU Und unsachlich. Bärbel Höhn von den Grünen hat Garzweiler II genehmigt, was jetzt vollzogen wird. Dieses Häuserabreißen ist die grüne Form von nachhaltiger, ökologischer Politik. Wie die Genehmigung von Steinkohlekraftwerk Moorburg. 2 Beispiel von Wahlbetrug der Grünen.",[]
44,1351470925607301123,Twitter Web App,de,2021-01-19 10:05:52,Wrfel3,Crazy German,"Fear is maybe the thing that makes you Human, but it does not make you into a Good one.
dont give into your fear or you might very well be consumed by it.","Hamburg, Deutschland",76,10,573,0,"@Kl_Stone @GBluecher @FridayForFuture @ArminLaschet ah wahr ich nicht schnell genug. ja. EE's sind billiger und besser jedoch nicht in der Menge schnell zu bauen, AKW's stellen eine relativ gute übergangs option da bis man genug EE's hat, jedoch setzt die regierung lieber auf Gefährlich und Umwelt zerstörende Kohle.",[]
45,1351470853565902849,Twitter for Android,und,2021-01-19 10:05:35,bombers_joe,Bombers Joe,unbeschreiblich,,67,0,32,0,@Markus_Soeder @ArminLaschet https://t.co/lEApH4H7Tn,[]
46,1351470840387432450,Twitter Web App,de,2021-01-19 10:05:32,Lenin1917Stalin,JoachimStalin ☭ 🇰🇵 🇨🇺 🇻🇪 🇨🇳 🇧🇴 🇧🇾,"Sozialismus oder Barbarei (Rosa Luxemburg) Ehrfurcht vor dem Leben bedeutet Abscheu vor dem Töten (Albert Schweitzer)
Für eine weltweite Sowjetunion!",Sowjeteuropa,3619,3600,45115,0,"@picrinat @snanews_de @_FriedrichMerz @CDU @ArminLaschet Ja, für die Mehrheit trifft das tatsächlich zu.",[]
47,1351470712154955779,Twitter for Android,de,2021-01-19 10:05:01,Kingdomcometous,Kingdom Come,"Christ, Familienmensch, Wirtschaftskorrespondent.
Einigkeit und Recht und Freiheit bewahren.",Deutschland,862,1340,20881,0,"@DrKolberg @1967Gorzata Die #CDU und zwar im Befund ihrer Zerrissenheit. Es kommt zwar zur Unzeit. Aber dann ist das eben so. Zu oft wurde Geschlossenheit verordnet. Die radikale, schonungslose Betrachtung des Zustands der Partei wurde viel zu lange verschleppt.",['CDU']
48,1351470709298618369,Twitter for iPhone,de,2021-01-19 10:05:00,tom21022,tom2102,Sehnsucht nach Demokratie,,1382,960,5786,2,Das glaub ich mal direkt dank @ArminLaschet hoffentlich sind ihre Finger mittlerweile geheilt nach dem Wund Telefonieren https://t.co/ClMtNWozwq,[]
49,1351470670971068418,Twitter for Android,de,2021-01-19 10:04:51,BallaBrigade,Robert Liebscher,irgendwo zwischen Alfons Zitterbacke und Pilsner Urquell stehen geblieben,"Berlin, Deutschland",615,120,1529,0,Hat sich @hdg_museen schon den Glücksbringer von Armin #Laschet gesichert?,['Laschet']
50,1351470664503459841,Twitter Web App,de,2021-01-19 10:04:50,LucieWeisswas,Lucie Weisswas,"Hobby Fotografin - Schreibt hier so lange die Zensur nicht überhand nimmt.
Nicht rechts und nicht links, sondern nur klar denkend!
Leider nur ein Satire Account",Europa,1176,2276,8678,0,"@marceselvis @ArminLaschet @CDU Sehr schön Schwarz/Grün runter, andere hoch!",[]
51,1351470658673401856,Twitter for Android,und,2021-01-19 10:04:48,bombers_joe,Bombers Joe,unbeschreiblich,,67,0,32,0,@Markus_Soeder @ArminLaschet https://t.co/O2JmR9wApT,[]
52,1351470546245070857,Twitter Web App,de,2021-01-19 10:04:21,Wrfel3,Crazy German,"Fear is maybe the thing that makes you Human, but it does not make you into a Good one.
dont give into your fear or you might very well be consumed by it.","Hamburg, Deutschland",76,10,573,0,"@Kl_Stone @GBluecher @FridayForFuture @ArminLaschet Da ich jetz wacher bin glaube ich das problem zu erkennen, in dieser diskussion, nicht bei der atom energie, ich rede davon das AKW's die bessere option sind aus der wahl Atom oder Kohle. am ende brauchen wir EE's sowieso aber fürs erste wären AKW's besser geeignet",[]
53,1351470523318939649,Twitter Web App,de,2021-01-19 10:04:16,Kl_Stone,Klaus Steinfelder,,Hamburg,733,537,52564,0,"@Wrfel3 @GBluecher @FridayForFuture @ArminLaschet Nein.  Sondern weil die Stromerzeugung aus Sonne &amp; Wind mittlerweile billiger ist, als die Stromerzeugung in AKW`s.

Und weil es sich abzeichnet, daß das Problem der wetterbedingten Schwankungen durch geeignete Speicher gelöst werden kann.

#FridaysForFuture",['FridaysForFuture']
54,1351470429035261952,Twitter for iPad,de,2021-01-19 10:03:54,suse1603,suse1603 #FBPE 🇪🇺 🇩🇪☀️,"#LongCovid  😷 - 💩#Solidaritätsverweigerer Tichys Einblick Headlineangucker , Steinhöfels Lieblinge, Reitschusters, etc dürfen mir gerne entfolgen 😉 #nonazis",Hier,1589,1630,44235,0,"@Emunde1 Armin #Laschet hängt sich sehr weit aus dem Fenster, wenn er Wissenschaftsbefürworter und Pandemieverständnis als radikal bezeichnet. 

Es sind eher die gleichen die lange vor dem Einzug der rechtsextremen #AfD ins Parlament 2017 gewarnt haben.","['Laschet', 'AfD']"
55,1351470397439569920,Twitter for iPhone,de,2021-01-19 10:03:46,RobertRossmann,Robert Roßmann,Korrespondent Süddeutsche Zeitung,Berlin,563,7720,1942,0,"@GordonRepinski @ArminLaschet Sehr schön. Aber gab es nicht zwei Kanzlerkandidaten der Union, die MP in Bayern waren?Und noch nie einen Kanzlerkandidaten der Union, der MP in NRW war? :-)",[]
56,1351470380620328961,Twitter for Android,de,2021-01-19 10:03:42,my_neukoelln,My😷,"Economist, links-konservativ und grün versifft, GenX, *Spätkapitalismus sucks*",Berg 🐐,36,8,435,0,Die #Laschet #Spahn #Streeck Connection hat ein Geschmäckle https://t.co/5sNWCoi9XV,"['Laschet', 'Spahn', 'Streeck']"
57,1351470358013108224,Twitter for Android,und,2021-01-19 10:03:37,Avonturenbus,Avonturenbus 🌍,Events | Lang Niet Moe Festival | Vera&Tim | Kinderrechten | SDG's | Milieu & Duurzaamheid | 325 ppm,Netherlands,5002,1613,74725,0,@rahmstorf @ArminLaschet @bvantwout @Youth4ClimateNL @ForFutureNL @NLRebellion @SchipholWatch @Klimaatactie https://t.co/xV4y2lps9l,[]
58,1351470327994458112,Twitter for iPhone,de,2021-01-19 10:03:29,stefan88682040,stefan,"Konservativ * liberal - gegen links und rechts!„Zuerst ignorieren sie dich, dann lachen sie über dich, dann bekämpfen sie dich und dann gewinnst du.""",Deutschland,2516,411,4630,0,@Kingdomcometous @welt #Laschet wird das Schicksal von #akk teilen,"['Laschet', 'akk']"
59,1351470268133347328,Twitter Web App,de,2021-01-19 10:03:15,stefwick,Stefan Wickenhäuser,Themen über die ich schreibe: #Veränderung #CamperVan #NewBusiness #InnovationMaker #Blog #Innovation #Familie #Leben #Arbeit #Wein #Sinn #VeraenderungStarten,"München, Bayern",2512,1032,5675,0,@schwarzblond @Markus_Soeder @ArminLaschet Das macht mich wütend und traurig zugleich.,[]
60,1351470253767864320,Twitter for Android,de,2021-01-19 10:03:12,womawo,Marita,"#NoAfD‼️#noLinksrotgrün‼️
#Bundeswehr 💙
Listung = Block ❤️FCB❤️",am schönen Rhein 🇩🇪  🇪🇺 ,865,1516,71586,0,@KleinerBuhmann @LukasPMueller @ArminLaschet 😂 Das wäre lustig.,[]
61,1351470199325732865,Twitter for Android,de,2021-01-19 10:02:59,Nordned,Ned Rise,Jetzt erst rechts!,Deutschland,586,429,8001,0,"@marceselvis @ArminLaschet @CDU Linksgrün -2,5, Mitte-Rechts +2,5.
Jetzt sind ARD und ZDF gefordert.",[]
62,1351469994580783104,Twitter Web App,de,2021-01-19 10:02:10,Wrfel3,Crazy German,"Fear is maybe the thing that makes you Human, but it does not make you into a Good one.
dont give into your fear or you might very well be consumed by it.","Hamburg, Deutschland",76,10,573,0,"@Cneepie @GBluecher @Luisamneubauer @AlleDoerfer @fffHochneukirch @FridayForFuture @ArminLaschet @CDUNRW_Fraktion @RWE_AG Absolut. EE's gewinnen immer den Kampf, jedoch ist es für unser Land relativ Schwer ein effizientes Netz zu bauen, möglich aber schwer, ich sprach mehr dafür AKW's als übergang zu nutzen anstatt wie unsere Regierung erstmal auf Kohle zu gehen und dan auf EE",[]
63,1351469950364495877,Twitter for Android,nl,2021-01-19 10:01:59,Avonturenbus,Avonturenbus 🌍,Events | Lang Niet Moe Festival | Vera&Tim | Kinderrechten | SDG's | Milieu & Duurzaamheid | 325 ppm,Netherlands,5002,1613,74725,1,"@rahmstorf @ArminLaschet Wauw, dat ging snel! @bvantwout, let je gelijk ff op nu KLIMAAT ook in je portefeuille zit! Snelcursus Klimaat begint NU!
@Youth4ClimateNL @ForFutureNL @NLRebellion @SchipholWatch @Klimaatactie",[]
